term,valence,arousal,dominance
translucent,0.2,0.0,-0.222
translucently,0.125,0.0,-0.125
transmigrate,0.0,0.556,0.048
transmigration,0.143,0.429,-0.296
transmissibility,-0.333,0.63,0.074
transmissible,0.0,0.476,0.2
transmission,0.376,-0.02,0.222
transmit,0.672,0.162,0.346
transmittable,0.0,0.0,0.222
transmittal,0.0,0.667,0.25
transmittance,0.095,-0.593,0.25
transmitted,0.0,0.593,0.296
transmitter,0.04,0.022,0.438
transmitting,0.0,0.667,0.417
transmogrification,0.0,0.625,0.0
transmutability,0.667,0.625,0.524
transmutable,0.556,0.667,0.417
transmutation,-0.124,0.48,0.474
transmute,0.667,0.667,0.524
transnational,0.0,0.667,0.875
transoceanic,0.0,-0.667,0.286
transom,-0.25,-0.23,-0.166
transpacific,0.0,0.0,-0.048
transparence,0.524,-0.625,0.333
transparency,0.694,-0.48,0.174
transparent,0.084,-0.34,0.334
transparently,0.074,0.0,0.167
transpersonal,0.667,-0.222,0.111
transphobic,-0.388,0.338,-0.1
transpiration,0.083,0.611,0.0
transpire,0.0,0.389,0.222
transplant,-0.11,0.612,0.24
transplantable,0.625,-0.5,0.125
transplantation,0.062,0.388,0.22
transpolar,0.048,0.519,0.074
transponder,0.128,0.15,0.13
transport,0.226,0.254,0.21
transportability,0.667,0.083,0.593
transportable,0.667,0.125,0.222
transportation,0.334,0.12,-0.056
transportation system,0.142,0.268,0.428
transporter,0.23,0.25,0.5
transposable,0.0,0.0,0.167
transpose,-0.12,0.17,-0.066
transposition,-0.376,-0.098,0.11
transsexual,-0.472,0.63,-0.154
transubstantiate,0.0,0.0,0.556
transubstantiation,0.0,-0.593,0.417
transversal,0.048,0.083,0.407
transversally,0.0,0.667,0.19
transverse,-0.142,-0.142,0.05
transversely,0.0,0.0,0.0
transvestite,-0.46,0.35,-0.254
transvestitism,-0.25,0.667,-0.375
trap,-0.792,0.22,-0.218
trapdoor,-0.812,0.34,-0.076
trapeze,0.084,0.25,0.132
trapezium,0.0,0.0,0.0
trapezoid,0.0,0.0,0.048
trapezoidal,0.0,0.0,0.0
trapped,-0.73,0.23,-0.24
trapper,-0.408,0.308,-0.018
trapping,-0.334,0.242,-0.018
trappings,-0.084,-0.076,-0.26
traps,-0.53,0.346,-0.038
trapshooting,0.481,1.0,0.533
trash,-0.674,0.082,-0.692
trash bag,-0.534,-0.032,-0.516
trash bin,-0.448,-0.31,-0.1
trash can,-0.646,-0.054,-0.3
trash collector,-0.266,0.044,-0.1
trash out,-0.634,0.082,-0.642
trash talk,-0.71,0.114,-0.184
trash talking,-0.632,0.222,-0.034
trashiness,-0.917,0.167,-0.889
trashy,-0.916,-0.24,-0.678
trauma,-0.776,0.584,-0.094
traumatic,-0.876,0.77,-0.146
traumatically,-1.0,0.667,-0.741
traumatism,-0.667,0.714,-0.542
traumatize,-1.0,0.667,0.625
traumatized,-0.952,0.762,-0.833
travail,0.0,0.354,0.24
travel,0.862,0.378,0.07
travel abroad,0.69,0.268,0.242
travel agent,0.286,-0.016,0.096
travel back,0.0,0.0,-0.18
travel by,0.3,0.0,0.016
travel insurance,0.366,-0.018,0.276
travel time,0.388,-0.112,0.112
travel to,0.134,0.09,-0.032
travelable,0.667,-0.481,0.167
traveler,0.674,0.142,0.4
traveling,0.8,0.5,0.164
travelled,0.667,0.667,0.296
traveller,0.619,0.667,0.185
travelling,0.667,0.667,0.074
travelogue,0.571,0.625,0.148
traversable,0.476,0.375,0.333
traversal,0.048,0.667,0.407
traverse,0.142,0.18,0.258
traversed,0.048,0.625,0.571
travesty,-0.292,0.288,-0.186
trawl,-0.49,0.18,-0.072
trawler,-0.368,-0.14,-0.19
tray,0.098,-0.5,-0.31
treacherous,-0.776,0.63,-0.196
treacherously,-1.0,0.667,-0.286
treacherousness,-0.917,-0.667,0.333
treachery,-0.792,0.704,-0.104
treacle,0.519,-0.625,-0.583
tread,0.02,0.04,-0.148
tread carefully,-0.032,0.256,0.358
tread lightly,-0.276,-0.206,-0.282
tread on,-0.358,0.254,-0.036
treading water,-0.066,-0.208,0.138
treadmill,-0.082,0.272,-0.128
treason,-0.812,0.612,0.104
treasonable,-1.0,0.611,0.556
treasonous,-0.952,0.667,0.375
treasonously,-1.0,1.0,0.667
treasure,0.854,0.184,0.642
treasure hunt,0.428,0.452,0.354
treasure island,0.452,0.284,0.404
treasure trove,0.138,0.158,0.354
treasured,0.698,-0.058,0.46
treasurer,0.388,-0.088,0.51
treasures,0.734,0.542,0.684
treasury,0.624,0.082,0.472
treat,0.146,0.142,-0.128
treat to,0.162,0.028,0.286
treat with,0.334,-0.166,0.19
treatable,0.56,-0.396,0.12
treatise,0.208,-0.186,0.226
treatment,0.326,-0.228,0.24
treaty,0.292,-0.236,0.334
treble,-0.284,-0.058,-0.068
trebuchet,0.0,0.667,0.704
tree,0.34,-0.764,-0.116
tree branch,-0.096,-0.064,-0.112
tree house,0.704,-0.18,0.066
treehouse,0.933,-0.333,-0.185
treeless,-0.458,-0.63,-0.208
treelike,0.111,-0.667,0.0
treeline,0.571,-0.833,0.0
trees,0.306,-0.726,0.074
treetop,0.5,-0.333,0.292
trek,-0.062,0.06,0.07
trekker,0.208,0.722,0.625
trellis,-0.402,0.0,-0.222
tremble,-0.646,0.756,-0.224
trembler,-0.5,0.667,-0.889
trembling,-0.646,0.786,-0.352
tremendous,0.2,0.776,0.546
tremendously,0.438,0.444,0.322
tremendousness,0.917,0.667,0.875
tremor,-0.792,0.666,-0.09
tremulous,-0.667,0.667,-0.889
tremulously,-0.571,0.667,-0.958
tremulousness,-0.667,0.667,-0.857
trench,-0.142,0.52,-0.142
trench coat,-0.2,0.086,0.104
trenchant,0.667,0.619,0.875
trenchcoat,0.0,0.0,-0.042
trencher,0.0,0.0,0.0
trend,0.25,-0.084,0.412
trend line,0.172,-0.138,0.072
trendiness,0.625,0.625,0.476
trending,0.5,-0.056,0.2
trendsetter,0.778,0.667,0.926
trendsetting,0.667,0.667,0.963
trendy,0.426,0.04,0.072
trepid,-0.667,-0.667,-0.704
trepidation,0.164,0.188,-0.072
trespass,-0.542,0.34,0.226
trespasser,-0.667,0.667,-0.524
tresses,0.667,-0.667,0.048
trestle,0.0,-0.593,0.0
triad,-0.062,-0.174,0.056
triage,-0.204,-0.134,-0.042
trial,-0.124,0.326,0.224
trial run,-0.166,0.206,-0.134
triangle,0.124,-0.462,-0.296
triangular,-0.14,-0.36,-0.206
triangularly,0.0,0.0,0.0
triangulate,-0.184,-0.24,0.034
triangulation,0.0,0.583,0.583
triathlete,0.667,1.0,0.926
triathlon,0.042,0.706,0.326
tribal,-0.166,-0.192,-0.036
tribal chief,0.166,0.366,0.122
tribalism,-0.667,0.667,0.519
tribally,-0.333,-0.583,0.407
tribe,0.328,-0.028,0.032
tribesman,0.0,0.19,0.286
tribeswoman,0.0,0.611,0.381
tribulation,-0.104,0.224,-0.032
tribunal,-0.18,0.34,0.594
tribune,0.22,0.17,0.112
tributary,0.23,-0.074,0.232
tribute,0.368,0.146,0.4
tribute band,0.2,0.048,0.222
triceps,0.0,0.75,0.444
triceratops,0.083,-0.583,0.333
trichloroethylene,-0.625,-0.167,0.0
trick,0.084,0.4,-0.182
trick question,-0.388,0.24,-0.242
trickery,-0.708,0.635,-0.328
trickily,-0.63,0.63,0.37
trickiness,-0.625,0.667,0.444
trickle,0.0,-0.608,-0.538
trickle down,-0.334,0.334,-0.566
trickster,-0.25,0.36,-0.108
tricky,-0.562,0.302,0.0
tricolor,0.25,0.0,0.0
tricycle,0.266,-0.196,-0.264
tricyclic,0.0,0.0,0.0
trident,-0.194,0.212,0.218
tridimensional,0.0,0.0,0.333
tried,0.0,0.667,0.333
tries,0.095,0.958,0.429
trifle,-0.458,-0.408,-0.558
trifler,-0.444,-0.417,-0.741
trifling,-0.25,-0.164,-0.634
trifocal,0.0,0.0,0.095
trig,-0.124,-0.166,-0.17
trigger,-0.458,0.608,0.32
trigger happy,0.218,0.266,0.388
triggerman,-1.0,1.0,0.75
triglyceride,-0.25,0.0,0.0
trigonometric,0.074,0.286,0.5
trigonometry,-0.208,-0.2,0.232
trike,0.333,0.75,-0.407
trilateral,0.0,0.0,0.389
trilaterally,-0.167,0.0,0.286
trilingual,0.714,0.0,0.75
trilling,0.5,0.667,-0.111
trillion,0.184,-0.16,0.246
trillionth,0.0,-0.074,0.0
trilobite,0.0,-1.0,0.0
trilogy,0.23,0.04,0.328
trim,0.0,-0.068,-0.14
trimester,0.566,-0.328,0.076
trimetric,0.0,-0.889,0.074
trimly,0.667,-0.333,0.619
trimmer,-0.48,0.096,0.058
trimming,0.0,-0.044,-0.35
trimness,1.0,-0.542,0.333
trine,-0.208,-0.27,-0.366
trinity,0.27,-0.308,0.32
trinket,0.175,-0.296,-0.264
trinomial,0.0,0.0,0.083
trio,0.042,0.226,-0.054
trioxide,0.0,0.0,0.083
trip,0.75,0.286,0.076
trip out,-0.434,0.0,-0.4
trip over,-0.516,0.144,-0.29
trip up,-0.166,0.176,-0.322
tripartite,0.0,-0.04,0.078
tripe,-0.376,-0.278,-0.124
triple,0.17,-0.23,-0.038
triple crown,0.034,0.136,0.276
triple play,0.094,0.208,0.194
triplet,0.244,0.02,0.236
triplex,0.0,0.0,0.519
triplicate,0.368,0.09,0.434
triplication,0.037,0.6,0.333
tripod,-0.188,-0.224,-0.034
tripped,-0.583,0.667,-0.556
trippin,-0.266,0.204,-0.31
tripping,-0.448,0.188,-0.414
tripwire,-0.667,0.667,0.583
trisect,0.0,0.5,0.259
trisection,0.056,0.296,0.292
trite,-0.084,-0.164,-0.42
tritely,-0.667,-0.63,-0.375
triteness,-0.667,-0.667,-0.407
tritium,-0.176,-0.058,-0.156
triumph,0.938,0.596,0.852
triumphal,1.0,0.667,0.958
triumphant,0.898,0.674,0.972
triumphantly,1.0,1.0,1.0
trivia,0.38,-0.02,-0.054
trivial,-0.188,-0.226,-0.326
triviality,-0.667,-0.519,-0.81
trivialize,-0.667,0.667,0.417
trivially,-0.333,-0.5,-0.704
trivialness,-0.667,-0.571,-0.889
trod,-0.042,0.458,-0.208
trodden,-0.476,-0.667,-0.667
troglodyte,-0.667,-0.667,-0.667
trojan,-0.333,0.667,0.667
trojan horse,-0.226,0.268,-0.032
troll,-0.244,0.254,-0.346
trolley,0.124,0.116,-0.072
trollop,-0.958,0.708,-0.75
trombone,0.124,0.0,0.0
trombonist,0.0,0.667,0.556
troop,-0.25,0.392,0.5
trooper,-0.084,0.388,0.426
troops,-0.23,0.436,0.608
trope,0.0,0.0,0.185
trophic,0.037,0.0,0.208
trophies,1.0,-0.083,0.833
trophy,0.894,0.286,0.352
trophy wife,0.2,0.134,0.2
tropic,0.48,0.058,0.072
tropical,0.48,-0.078,0.018
tropical storm,-0.234,0.31,0.276
tropically,0.476,0.25,0.0
tropics,0.48,-0.234,-0.176
tropism,0.0,0.375,0.0
troposphere,0.083,-0.048,0.0
trot,0.062,0.328,-0.208
trot out,-0.032,0.05,-0.5
troubadour,0.625,0.476,0.125
trouble,-0.73,0.622,-0.096
trouble maker,-0.62,0.14,0.266
troubled,-0.666,0.254,-0.23
troublemaker,-0.48,0.8,0.192
troublemaking,-0.722,0.741,-0.571
troubles,-0.949,0.708,-0.462
troubleshoot,0.0,0.667,0.778
troubleshooter,0.667,0.889,0.833
troublesome,-0.434,0.788,-0.192
troublesomeness,-0.833,0.667,-0.19
trough,0.0,-0.384,-0.32
trounce,-0.667,1.0,1.0
troupe,0.25,-0.188,0.114
trouper,0.722,0.667,0.667
trouser,0.0,0.0,0.0
trousers,0.25,-0.372,-0.116
trout,0.032,-0.226,-0.404
trove,0.963,0.0,0.458
trowel,-0.06,-0.164,-0.5
truancy,-0.708,0.667,-0.667
truant,-0.667,0.667,-0.667
truce,0.376,-0.118,-0.094
truck,0.062,-0.264,0.092
truck driver,0.298,0.166,0.068
truck stop,-0.384,-0.136,-0.2
trucker,-0.012,0.218,0.0
truckload,-0.04,-0.1,0.068
truculent,-0.58,0.462,-0.004
trudge,-0.667,0.667,-0.667
true,0.792,-0.128,0.554
true believer,0.482,0.066,0.464
true believers,0.556,0.082,0.552
true blue,0.452,-0.102,0.0
true colors,0.162,-0.096,0.242
true feelings,0.646,-0.012,0.482
true identity,0.354,0.092,0.364
true love,0.87,0.0,0.624
true meaning,0.562,0.016,0.196
true nature,0.37,-0.194,0.214
true north,0.2,0.034,0.226
true self,0.264,-0.042,0.3
true statement,0.774,0.046,0.592
true story,0.466,-0.198,0.452
true to,0.406,-0.282,-0.036
true value,0.654,0.0,0.388
trueborn,0.5,-0.667,0.583
truehearted,0.762,-0.667,0.667
truelove,0.72,0.2,0.174
trueness,0.963,-0.958,0.458
truer,0.667,0.0,0.458
truffle,0.354,-0.354,-0.164
truism,0.042,-0.156,-0.04
trump,0.28,0.432,0.796
trump card,-0.104,0.094,0.3
trump out,-0.38,0.0,-0.226
trumpet,0.146,0.14,-0.214
trumpeter,0.346,0.2,0.352
truncate,-0.354,0.2,-0.176
truncated,-0.368,0.204,-0.122
truncation,-0.458,0.667,-0.593
truncheon,-0.667,0.708,0.944
trundle,0.014,-0.46,-0.172
trunk,-0.458,-0.666,-0.192
truss,0.042,-0.036,0.138
trust,0.776,0.094,0.482
trust fund,0.38,-0.082,0.366
trust in,0.566,-0.192,0.138
trust me,0.516,0.05,0.108
trust to,0.354,-0.06,0.206
trust with,0.608,-0.16,0.484
trustable,1.0,-0.417,0.619
trustee,0.062,-0.116,0.316
trusteeship,0.667,-0.593,0.619
trustful,0.762,-0.333,0.333
trustfully,1.0,-0.667,0.519
trustfulness,0.889,-0.667,0.444
trustiness,1.0,-0.815,0.667
trusting,0.714,0.016,0.5
trustless,-1.0,-0.519,-0.933
trustworthily,0.933,-0.667,0.667
trustworthiness,1.0,-0.667,0.542
trustworthy,0.938,-0.37,0.686
trusty,0.726,-0.204,0.392
truth,0.942,-0.2,0.37
truthful,0.416,-0.066,0.614
truthfully,1.0,0.0,0.333
truthfulness,0.84,0.098,0.616
try,0.208,0.102,0.112
try for,0.09,-0.238,-0.166
try me,-0.334,-0.064,-0.222
try on,0.296,-0.098,-0.344
try out,-0.486,0.098,-0.112
trying on,0.25,0.05,0.034
tryout,-0.082,0.078,-0.056
tryouts,-0.02,0.204,0.188
tryptophan,0.042,-0.333,0.0
tryst,0.476,0.667,0.0
tsar,-0.037,0.0,1.0
tshirt,0.334,-0.298,-0.096
tsk tsk,-0.344,-0.198,-0.3
tsunami,-0.916,0.888,0.368
tub,-0.102,-0.53,-0.47
tuba,0.084,-0.196,-0.238
tubbiness,-0.625,-0.667,-0.625
tubby,-0.146,-0.154,-0.294
tube,-0.164,-0.442,-0.182
tubeless,0.296,-0.583,0.0
tuber,0.0,-0.381,-0.125
tubercular,-0.917,-0.75,-0.75
tuberculosis,-0.572,0.038,-0.152
tuberous,0.056,-0.583,0.0
tubing,-0.124,-0.274,-0.284
tubular,-0.084,-0.278,-0.072
tubule,0.0,-0.34,-0.334
tuck,-0.266,-0.054,-0.278
tuck in,0.296,-0.276,-0.066
tucker,-0.05,0.116,-0.142
tuesday,-0.062,-0.632,-0.34
tuesdays,0.0,0.0,0.0
tuft,0.0,-1.0,-0.238
tufted,0.0,0.02,-0.188
tug,-0.36,0.208,0.116
tugboat,-0.458,0.02,0.304
tugger,0.0,0.583,0.5
tugging,-0.238,0.611,-0.556
tuition,0.062,-0.256,-0.128
tuition fees,-0.206,-0.066,0.148
tulip,0.46,-0.622,-0.288
tumble,-0.448,0.112,-0.456
tumbled,-0.056,0.667,-0.667
tumbledown,-0.667,-0.667,-0.81
tumbler,0.04,-0.48,-0.296
tumbleweed,-0.376,-0.058,-0.146
tummy,-0.146,-0.27,-0.54
tumor,-0.796,0.328,-0.352
tumour,-0.816,0.254,-0.072
tumult,-0.458,0.28,0.272
tumultuous,-0.625,1.0,0.312
tumultuously,-0.667,1.0,0.375
tumultuousness,-0.667,1.0,0.125
tun,-0.228,-0.174,-0.272
tuna,0.062,-0.228,-0.392
tuna fish,0.0,-0.266,-0.234
tuna salad,-0.112,-0.166,-0.142
tuna sandwich,-0.242,-0.33,-0.37
tunable,0.02,-0.272,0.164
tune,0.416,-0.042,-0.148
tune in,0.31,0.016,0.434
tune out,-0.53,-0.322,-0.318
tune up,0.208,0.016,-0.072
tuneable,0.619,0.048,0.148
tuned in,-0.26,-0.046,-0.022
tuneful,0.81,-0.519,0.292
tunefully,0.708,0.417,0.037
tunefulness,0.917,0.0,0.292
tuneless,-0.667,-0.625,-0.407
tunelessly,-0.667,-1.0,-0.63
tuner,0.63,0.667,0.481
tungsten,0.0,0.0,0.524
tunic,0.062,-0.504,-0.218
tuning,0.438,-0.22,0.27
tunnel,-0.376,-0.02,-0.176
tunnel vision,-0.29,0.132,0.128
tupperware,0.125,-0.556,0.0
turban,-0.062,-0.228,-0.148
turbid,-0.667,0.444,-0.185
turbidity,-0.504,0.214,-0.214
turbine,0.04,0.098,0.15
turbo,0.166,0.458,0.192
turbocharger,0.667,1.0,0.778
turbojet,0.278,1.0,0.963
turbulence,-0.876,0.844,0.064
turbulent,-0.396,0.584,0.224
turbulently,-0.667,1.0,0.593
turd,-0.52,0.038,-0.234
turf,0.062,-0.616,-0.41
turgid,-0.667,0.333,0.074
turgidity,-0.667,0.048,-0.208
turgidly,-0.667,-0.583,-0.37
turkey,0.268,-0.51,-0.506
turkey leg,-0.118,-0.054,-0.276
turkish,0.0,0.042,0.0
turks,0.0,0.0,0.37
turmeric,0.084,-0.368,-0.376
turmoil,-0.604,0.776,-0.166
turn,0.062,-0.204,-0.036
turn against,-0.482,0.148,-0.142
turn around,-0.094,0.294,0.066
turn away,0.0,0.042,-0.094
turn back,-0.328,-0.108,-0.034
turn down,-0.354,-0.194,-0.482
turn in,-0.038,-0.28,0.096
turn into,-0.344,-0.074,-0.064
turn off,-0.516,-0.442,-0.534
turn on,0.234,0.238,0.394
turn out,-0.104,0.05,-0.2
turn over,-0.206,-0.096,-0.134
turn signal,0.322,-0.01,0.1
turn to,-0.096,-0.108,-0.194
turn up,0.2,-0.016,0.104
turnabout,0.143,0.667,0.524
turnaround,0.12,0.308,-0.186
turnaround time,0.0,0.08,0.074
turncoat,-0.704,0.619,-0.625
turndown,-0.667,-0.625,-0.458
turned,0.26,0.076,0.166
turned down,-0.566,-0.34,-0.552
turned on,0.3,0.25,0.104
turned out,-0.25,-0.184,-0.276
turning,0.02,0.368,-0.16
turning away,-0.58,0.016,-0.376
turning point,0.034,0.318,0.036
turnip,0.122,-0.634,-0.492
turnkey,0.062,-0.236,-0.146
turnoff,-0.376,0.12,-0.346
turnout,0.282,0.384,0.796
turnover,-0.02,-0.216,0.024
turnpike,-0.041,0.667,0.096
turnstile,0.0,0.625,0.0
turnstiles,-0.042,0.667,0.5
turnstone,0.0,0.519,0.0
turntable,0.062,-0.09,-0.188
turpentine,-0.36,0.078,0.142
turpitude,-1.0,0.667,-0.583
turquoise,0.572,-0.548,-0.286
turret,-0.012,0.0,0.176
turtle,-0.418,-0.837,-0.429
turtleback,-0.238,-0.889,0.074
turtledove,0.708,-0.963,-0.556
turtlehead,-0.048,-0.905,-0.333
turtleneck,0.166,-0.204,-0.346
tush,-0.286,0.0,0.0
tusk,0.0,-0.875,0.333
tussle,-0.334,0.838,0.382
tut,-0.333,-0.074,0.25
tutelage,-0.214,-0.116,0.218
tutor,0.5,-0.308,0.652
tutorial,-0.04,-0.062,0.12
tutoring,0.326,-0.196,0.404
tutorship,0.667,0.286,0.381
tutu,0.166,-0.448,-0.534
tux,0.062,-0.27,-0.076
tuxedo,0.388,-0.292,0.038
tv,0.244,-0.24,-0.214
twaddle,-0.667,0.381,-0.75
twain,0.082,-0.49,-0.26
twang,0.056,0.519,0.0
twas,0.0,0.0,0.0
twats,-0.188,0.176,-0.234
tweak,-0.12,-0.076,-0.096
tweaker,-0.741,1.0,-0.292
tweed,0.02,-0.12,-0.176
tweedle,0.0,0.667,-0.167
tweedy,0.0,0.0,0.0
tween,0.042,0.583,-0.333
tweet,0.318,-0.02,0.074
tweeter,0.0,0.667,0.333
tweeze,-0.333,0.667,-0.292
tweezer,0.048,0.583,0.037
tweezers,-0.014,-0.184,-0.41
twelfth,0.042,-0.416,0.054
twelve,-0.02,-0.404,-0.176
twelvefold,0.0,0.0,0.143
twentieth,-0.062,-0.406,-0.308
twenty,0.04,-0.416,-0.428
twentyfold,0.571,0.0,0.667
twerp,-0.184,-0.114,-0.232
twice,0.234,-0.084,0.036
twiddle,0.0,0.619,-0.5
twig,-0.244,-0.424,-0.528
twigged,0.0,0.667,-0.407
twilight,0.244,-0.318,0.266
twilight zone,0.188,0.156,0.134
twill,-0.102,-0.17,-0.294
twin,0.376,-0.274,-0.094
twin brother,0.242,-0.242,0.104
twin sister,0.4,-0.018,0.162
twine,0.042,-0.24,-0.326
twinge,-0.368,0.44,-0.058
twinkle,0.438,0.448,0.22
twinkly,0.952,0.375,-0.25
twinned,0.63,-0.417,0.19
twinning,0.519,0.067,0.083
twins,0.52,-0.054,0.204
twinset,0.296,-0.5,-0.143
twirl,0.104,0.294,-0.182
twirler,0.185,0.741,-0.083
twist,-0.25,-0.062,-0.326
twistable,0.0,0.333,-0.185
twisted,-0.858,0.472,-0.378
twister,-0.34,0.36,0.294
twisty,-0.333,0.5,-0.25
twit,-0.612,0.306,-0.604
twitch,0.02,0.48,0.096
twitcher,-0.333,0.667,-0.429
twitchily,-0.667,1.0,-0.542
twitchiness,-0.619,0.958,-0.714
twitching,-0.416,0.4,-0.036
twitchy,-0.812,0.836,-0.438
twitter,0.0,1.0,0.417
twixt,0.0,0.0,0.0
two,0.04,-0.6,-0.192
two cents,-0.034,-0.22,0.104
two dozen,0.104,-0.17,0.034
two fingers,0.022,-0.256,0.12
two piece,0.066,-0.206,0.0
two step,0.166,-0.372,-0.346
two thirds,-0.172,-0.156,-0.074
two weeks,0.156,-0.19,0.134
twofaced,-0.226,0.24,-0.232
twofold,0.146,-0.334,0.102
twosome,0.166,0.088,0.0
tycoon,0.364,0.192,0.734
tying,0.0,0.667,-0.375
tying up,0.0,0.092,-0.06
tyke,0.0,-0.224,-0.4
tylenol,-0.098,-0.14,-0.13
type,0.0,-0.432,-0.272
type in,-0.104,-0.09,-0.134
type out,-0.166,-0.142,-0.218
typecast,-0.667,-0.667,-0.444
typed,0.0,0.0,0.185
typeface,0.0,-0.667,0.542
typescript,0.0,0.056,0.333
typeset,0.37,0.667,0.37
typesetter,0.167,0.667,0.481
typesetting,0.083,0.593,0.25
typewrite,0.0,0.667,0.143
typewriter,0.084,-0.254,-0.164
typewritten,0.0,-0.125,0.0
typhoid,-0.47,-0.084,-0.198
typhoon,-0.354,0.592,0.394
typhus,-1.0,-0.381,-0.917
typical,0.27,-0.588,-0.148
typically,0.138,-0.246,0.118
typify,0.556,0.083,0.444
typist,0.102,0.118,0.056
typo,-0.552,-0.17,-0.49
typographer,0.458,0.407,0.583
typographic,0.0,-0.593,0.37
typographical,-0.333,-0.37,0.0
typographically,0.0,-0.667,0.125
typography,-0.04,-0.332,0.148
typological,0.111,-0.667,0.125
typologically,0.0,0.0,0.148
typology,0.0,0.292,0.125
tyrannical,-0.666,0.72,0.462
tyrannically,-1.0,0.722,1.0
tyrannize,-1.0,1.0,1.0
tyrannosaur,-0.259,0.571,0.963
tyrannosaurus,-0.222,0.952,1.0
tyrannous,-1.0,0.667,1.0
tyranny,-0.776,0.584,0.41
tyrant,-0.77,0.7,0.366
tyre,-0.04,-0.284,-0.186
u turn,-0.42,0.032,-0.22
ubiquitous,0.27,0.142,0.768
ubiquitously,0.0,0.0,0.375
ubiquity,0.156,-0.02,0.19
udder,0.0,-1.0,-0.625
ugh,-0.6,-0.21,-0.428
ugliest,-1.0,-0.095,-0.708
ugliness,-0.812,-0.186,-0.466
ugly,-0.666,0.26,-0.492
uh huh,-0.108,-0.314,-0.516
uhhh,-0.358,-0.348,-0.548
uhoh,-0.36,0.244,-0.432
ukulele,0.026,-0.284,-0.27
ulcer,-0.428,0.192,-0.246
ulcerate,-1.0,-0.619,-0.708
ulcerated,-0.875,-0.667,-0.815
ulceration,-0.708,-0.476,-0.75
ulcerative,-1.0,-0.444,-0.542
ulcerous,-1.0,0.375,-0.625
ulna,0.0,-1.0,0.0
ulterior,-0.25,0.018,-0.02
ulterior motive,-0.172,0.2,0.036
ultimate,0.296,0.29,0.088
ultimately,-0.23,-0.04,0.116
ultimatum,-0.562,0.71,0.674
ultimo,-0.25,-0.274,-0.4
ultra,0.667,0.667,0.926
ultracentrifuge,0.0,0.667,0.667
ultraconservatism,-0.667,-0.542,0.704
ultraconservative,-0.593,-0.458,0.889
ultrafashionable,1.0,0.0,0.667
ultrafast,0.963,1.0,0.481
ultrafine,0.667,0.0,0.25
ultrahigh,0.667,0.0,0.833
ultraliberal,0.0,0.667,0.5
ultralight,0.542,0.0,0.167
ultramarine,0.667,0.0,0.0
ultramicroscopic,0.0,-0.667,0.238
ultramodern,0.667,0.037,0.583
ultranationalist,-0.704,0.75,0.958
ultraorthodox,0.0,-0.593,0.593
ultrashort,0.0,0.375,0.0
ultrasonic,0.0,0.667,0.148
ultrasound,0.146,0.188,0.2
ultrathin,-0.148,0.0,-0.095
ultraviolent,-1.0,0.476,0.963
ultraviolet,0.208,-0.104,0.346
um,-0.167,-0.286,-0.619
umbilical,-0.204,-0.188,-0.334
umbilical cord,-0.064,0.0,-0.068
umbilicus,0.0,-0.37,0.0
umbra,-0.184,-0.2,-0.326
umbrage,-0.667,-0.667,-0.238
umbrella,0.166,-0.508,-0.49
umm,-0.464,-0.368,-0.42
ummm,-0.334,-0.334,-0.392
umpire,0.04,0.184,0.51
umpteen,0.02,-0.08,0.222
umpteenth,-0.238,0.0,0.0
unabashed,-0.416,0.228,-0.024
unabashedly,0.222,0.667,0.815
unabated,0.064,-0.16,-0.068
unabatedly,0.0,0.667,0.75
unabbreviated,0.042,-0.095,0.074
unable,-0.736,-0.082,-0.614
unabridged,0.667,-0.667,0.625
unabsorbed,-0.333,-0.625,-0.481
unaccented,-0.042,-0.667,-0.37
unacceptability,-0.75,-0.792,-0.407
unacceptable,-0.734,-0.042,-0.34
unacceptably,-0.905,-0.444,-0.571
unaccepted,-0.667,-0.815,-0.833
unaccommodating,-0.667,-0.524,0.593
unaccompanied,-0.416,-0.248,-0.406
unaccomplished,-0.667,-0.875,-0.667
unaccountability,-0.5,-0.667,-0.667
unaccountable,-0.64,0.2,0.086
unaccountably,-0.333,-0.714,-0.375
unaccounted,-0.18,-0.324,-0.278
unaccounted for,-0.84,-0.046,-0.484
unaccredited,-0.667,-0.571,-0.667
unaccustomed,-0.037,-0.042,-0.444
unaccustomedly,0.0,0.19,-0.429
unachievable,-0.667,-0.667,-0.833
unachieved,-0.667,-0.667,-0.667
unacknowledged,-0.52,-0.462,-0.768
unacquainted,-0.042,-0.667,-0.481
unacquaintedness,-0.333,-1.0,-0.619
unaddressed,-0.667,-0.63,-0.556
unadjusted,-0.333,-0.583,-0.583
unadoptable,-0.952,-0.778,-0.667
unadorned,-0.095,-0.889,-0.259
unadulterated,0.14,-0.16,0.056
unadventurous,-0.667,-1.0,-0.815
unadventurously,-0.667,-1.0,-0.583
unadvertised,-0.208,-0.667,-0.185
unadvisable,-0.667,-0.667,-0.571
unadvised,-0.667,-0.667,-0.571
unadvisedly,-0.667,-0.375,-0.25
unaesthetic,-0.875,-0.625,-0.333
unaffected,0.084,-0.47,0.142
unaffectedly,0.095,-0.852,0.0
unaffectedness,0.0,-0.958,0.286
unaffecting,-0.333,-0.958,-0.296
unaffectionate,-0.714,-0.583,-0.375
unaffiliated,-0.222,-0.593,-0.083
unaffordable,-0.708,-0.593,-0.333
unafraid,0.0,0.04,0.31
